Id,Score,Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32
19120,4,17,10,a,a,0,2,5,e,b,21,c,a,0,89,b,9,a,0,2,a,4,a,3,b,a,13,b,a,b,10,15,b
19121,4,1,10,a,a,0,1,8,e,b,5,d,f,1,96,r,10,i,1,1,a,5,a,2,b,a,13,h,a,b,10,9,b
19122,1,1,6,a,a,0,0,6,e,b,9,a,a,0,39,e,10,a,1,0,b,2,a,1,b,a,4,b,c,b,15,18,b
19123,2,5,6,b,a,0,2,3,a,d,6,d,a,1,52,k,9,f,1,0,b,5,a,1,b,a,13,h,a,b,10,6,a
19124,1,21,1,a,a,1,1,13,e,b,17,c,a,1,47,b,13,a,1,0,a,1,a,3,c,a,6,j,a,b,15,15,b
19125,7,6,1,a,b,0,4,7,e,b,17,e,f,1,84,j,11,i,1,4,a,2,a,1,d,a,14,f,a,c,10,9,b
19126,12,21,6,b,a,0,3,7,e,b,0,c,f,1,40,a,19,c,1,0,b,2,a,1,b,a,12,j,a,b,15,0,b
19127,2,5,1,a,a,0,0,6,e,b,7,c,f,0,80,i,7,b,0,10,a,0,a,2,b,a,17,d,a,b,5,12,a
19128,4,14,10,a,a,0,1,5,e,b,18,c,a,1,72,b,8,a,1,0,a,2,a,1,b,a,6,b,a,b,5,9,b
19129,3,6,10,a,a,0,4,15,a,b,4,c,a,1,27,b,7,a,1,4,b,2,a,3,b,a,12,b,a,b,15,9,a
19130,1,17,6,b,a,0,1,15,a,b,5,d,f,1,16,j,10,f,4,0,a,3,b,1,b,a,5,f,b,c,10,18,a
19131,1,17,10,a,a,0,2,2,e,b,24,c,f,1,95,e,8,b,1,8,b,0,a,1,b,a,11,j,a,b,10,6,b
19132,1,14,1,a,a,0,2,1,e,d,22,d,b,4,47,k,11,i,0,0,a,5,a,2,b,a,15,f,f,b,15,9,b
19133,15,5,5,d,a,0,0,8,c,b,15,d,f,1,43,k,8,f,3,1,b,4,a,1,b,a,5,f,b,b,15,18,b
19134,1,15,1,a,a,0,3,0,c,b,20,c,b,2,38,b,15,a,3,2,a,3,a,1,b,a,12,b,a,b,15,18,b
19135,22,22,1,a,b,0,1,17,e,b,5,d,f,1,82,r,11,i,1,1,b,5,a,1,b,b,20,f,a,b,15,9,b
19136,4,2,5,b,a,0,1,8,a,b,16,d,f,1,44,r,13,f,1,0,a,4,b,1,b,a,2,f,a,d,15,15,a
19137,2,4,10,a,a,0,2,17,e,b,4,d,f,1,46,m,7,i,1,3,a,2,b,3,b,a,12,f,a,b,5,9,b
19138,5,11,1,a,b,0,2,2,c,b,4,c,f,2,61,b,8,b,2,6,a,6,b,1,b,b,9,j,a,b,15,0,b
19139,2,14,10,a,b,0,1,5,e,b,16,c,a,1,85,b,9,a,1,3,b,2,b,1,b,b,18,b,a,b,10,15,b
19140,2,3,1,a,a,0,1,2,c,b,15,c,h,0,52,a,10,b,0,0,a,5,a,2,b,a,5,b,a,b,15,12,b
19141,4,18,10,b,a,0,0,18,e,b,2,f,h,1,44,k,8,f,1,0,b,4,a,1,b,a,2,f,a,b,5,9,a
19142,1,5,10,b,a,0,3,14,c,b,9,c,f,0,20,b,9,c,2,0,a,1,b,3,b,a,9,b,a,b,10,0,b
19143,10,8,0,a,a,0,0,14,d,b,0,d,f,0,87,k,9,i,1,1,b,2,a,1,a,a,10,f,a,b,10,9,b
19144,10,21,5,b,a,0,4,2,e,b,4,c,f,1,50,e,11,b,1,0,a,3,a,1,b,a,2,j,a,c,10,9,b
19145,9,9,10,a,a,0,1,18,a,b,17,c,f,1,46,i,9,b,3,1,a,2,a,1,b,a,2,b,a,b,0,9,a
19146,1,1,6,c,b,0,0,4,e,b,12,d,b,0,72,k,22,i,0,0,b,6,b,1,b,b,12,f,a,b,10,12,b
19147,1,18,1,a,a,0,1,10,c,b,11,c,h,1,49,e,17,f,4,1,a,3,a,3,b,a,6,a,a,b,5,18,b
19148,1,16,5,b,a,0,2,14,a,b,1,c,h,1,59,e,8,f,5,0,a,3,a,1,b,a,4,b,a,b,5,12,a
19149,5,18,6,a,a,0,3,8,a,b,20,c,f,1,65,a,11,c,2,2,b,6,a,1,b,a,2,j,a,a,10,18,a
19150,8,21,0,a,a,0,3,7,c,b,8,c,c,1,60,e,17,c,1,7,b,4,a,3,b,a,16,j,a,b,15,18,b
19151,4,6,6,a,b,2,4,9,e,b,19,d,f,5,47,j,15,i,5,1,a,2,a,2,b,b,12,f,a,b,10,9,b
19152,8,18,10,a,b,0,2,4,e,b,17,d,a,2,73,k,8,g,2,3,b,3,a,1,a,b,4,f,a,b,5,6,b
19153,4,6,10,a,a,0,4,14,e,b,9,d,c,1,75,k,17,i,1,1,b,6,b,1,b,a,6,f,a,b,5,12,b
19154,46,21,6,a,a,0,0,11,d,c,10,d,f,0,42,k,12,i,0,3,b,2,b,1,b,a,15,f,a,b,10,9,b
19155,1,0,6,a,a,0,0,4,e,b,16,c,b,1,95,b,6,a,1,0,a,5,a,3,b,a,12,j,c,b,15,3,b
19156,5,7,6,c,a,0,5,16,e,b,13,d,h,1,41,r,8,i,1,0,b,3,b,1,b,a,9,f,a,b,0,12,b
19157,2,18,5,a,a,0,3,8,a,b,0,d,h,2,70,n,11,g,2,0,a,3,b,1,b,a,11,h,a,b,5,6,a
19158,10,18,5,a,a,0,1,5,e,b,19,d,a,1,62,l,6,g,1,9,a,2,a,3,d,a,21,f,a,b,15,12,a
19159,1,5,1,a,a,0,3,8,c,b,16,c,f,1,94,b,12,f,3,4,a,6,a,1,b,a,8,b,a,b,10,12,b
19160,1,4,10,b,a,0,2,3,e,b,1,d,f,0,53,r,1,f,0,0,b,3,a,3,b,a,3,f,a,b,15,15,b
19161,19,0,6,a,a,0,0,10,e,b,20,e,f,1,20,k,14,i,5,0,a,3,a,3,b,a,6,h,a,b,10,12,b
19162,2,21,6,c,b,0,4,9,e,b,14,d,f,1,43,r,21,i,1,0,b,2,a,1,c,b,10,f,a,b,5,12,b
19163,2,6,0,c,a,0,4,17,e,d,0,c,g,0,32,i,15,c,0,0,a,2,a,1,b,a,10,j,a,b,10,12,b
19164,2,19,10,a,a,0,2,10,a,c,20,c,h,0,58,i,18,c,0,11,a,5,b,1,b,a,21,j,a,b,10,18,a
19165,1,6,1,a,a,0,0,8,e,b,16,c,a,1,39,i,2,c,1,0,b,0,a,3,b,a,6,b,a,b,10,18,b
19166,2,6,1,a,a,1,2,10,e,b,19,c,f,1,77,e,13,f,1,9,a,0,b,1,b,a,17,j,a,c,10,18,b
19167,1,10,1,a,a,0,0,13,e,b,13,d,f,4,66,n,11,i,4,7,b,5,a,1,b,a,8,f,a,b,5,15,a
19168,2,0,0,c,a,0,0,17,e,d,0,e,f,1,40,k,8,i,1,1,a,3,a,3,b,a,4,f,a,b,10,6,b
19169,1,3,6,a,b,0,2,16,d,d,9,d,g,2,73,r,7,g,2,3,b,6,a,1,b,b,4,f,a,b,15,18,b
19170,5,17,6,a,b,1,2,9,e,b,16,e,h,1,60,r,18,g,1,7,a,1,a,1,b,b,13,h,a,b,10,15,b
19171,1,11,1,b,a,0,0,10,a,b,14,c,f,1,26,i,18,c,1,0,a,0,a,1,b,a,3,j,a,b,15,18,a
19172,3,16,10,a,a,0,1,5,e,b,20,d,a,1,29,k,6,i,1,4,b,3,a,1,b,a,17,h,a,b,5,18,b
19173,4,0,5,a,b,0,0,15,e,b,24,d,c,0,65,k,11,i,0,1,b,3,a,1,b,b,4,f,a,b,10,18,b
19174,2,9,10,b,a,0,1,16,a,b,2,c,f,1,49,a,8,a,1,0,b,3,b,3,b,a,2,b,a,b,5,12,a
19175,1,3,6,c,a,0,2,4,e,b,11,c,b,1,90,b,7,a,1,0,b,3,a,3,b,a,1,b,a,b,10,6,b
19176,1,19,0,a,a,0,2,18,e,b,19,d,a,2,26,k,21,i,3,6,a,0,a,3,b,a,10,h,a,b,10,18,b
19177,1,17,0,a,a,0,0,12,e,b,6,d,a,0,53,k,16,g,0,10,a,4,b,1,b,a,21,h,a,b,5,12,a
19178,1,1,5,b,a,0,0,14,e,b,7,c,f,0,28,i,9,b,0,0,a,1,b,1,d,a,4,b,a,b,5,18,b
19179,4,5,0,b,a,0,2,11,a,b,5,c,c,1,39,i,17,c,1,0,b,4,b,1,b,a,4,j,a,b,15,15,a
19180,5,14,10,a,b,0,4,4,e,b,15,c,a,1,77,b,7,a,1,0,b,2,a,2,b,b,7,b,a,b,15,18,b
19181,1,17,0,c,a,0,0,4,e,b,19,d,b,1,49,r,8,i,1,0,b,5,b,3,b,a,7,h,e,b,10,9,b
19182,10,3,10,a,b,0,1,16,e,b,12,c,a,0,69,i,7,a,0,11,b,3,a,3,b,b,16,b,a,b,10,3,b
19183,4,17,10,c,b,0,2,10,e,b,12,d,f,0,72,k,15,i,0,5,a,3,a,1,b,b,7,h,a,b,5,6,b
19184,4,3,10,a,a,0,2,18,c,b,1,d,a,1,19,r,18,i,1,6,b,3,b,3,b,a,10,h,a,b,5,18,b
19185,20,18,1,c,b,0,1,9,e,b,6,d,h,3,64,n,13,i,3,0,a,5,a,2,b,b,6,f,a,b,5,3,b
19186,5,16,10,a,a,0,1,6,a,b,20,d,a,1,33,r,9,g,2,0,a,2,a,1,d,a,9,f,a,b,15,18,a
19187,1,19,6,a,a,0,1,6,e,d,0,d,g,1,91,m,5,g,1,2,a,3,b,1,b,a,21,f,a,b,10,0,b
19188,1,12,6,a,a,0,1,7,e,b,17,d,f,2,69,m,12,i,2,3,a,2,a,1,b,a,10,h,a,b,5,12,b
19189,1,1,6,b,b,0,0,11,e,b,0,c,f,0,79,i,8,a,0,1,b,6,a,1,b,b,14,j,a,b,5,12,b
19190,4,19,1,c,a,0,0,11,e,b,0,d,a,1,35,r,12,i,1,0,b,6,a,1,b,a,15,f,a,b,15,0,b
19191,11,16,6,a,a,0,3,0,e,b,20,d,b,1,24,m,10,i,3,7,a,4,a,2,b,a,13,f,a,b,10,6,a
19192,4,15,1,b,b,0,4,1,a,b,0,d,b,1,80,r,11,f,1,0,b,2,a,1,b,b,4,h,a,b,5,6,a
19193,12,4,10,a,a,0,3,8,a,b,0,f,f,1,21,r,9,i,3,3,a,1,b,3,b,a,6,f,a,b,5,18,a
19194,1,13,10,a,a,0,1,13,a,b,1,c,f,1,69,i,6,f,1,5,a,5,b,3,b,a,10,a,a,b,15,15,a
19195,5,6,10,a,b,0,0,15,e,b,4,d,a,1,70,k,11,g,1,6,b,6,b,1,b,b,8,k,a,b,5,3,b
19196,3,23,0,b,a,0,6,9,e,b,13,d,f,0,34,r,22,f,0,0,a,3,a,1,c,a,12,i,a,b,5,9,b
19197,2,6,1,b,a,0,4,17,c,b,19,d,h,1,48,j,8,f,0,0,a,6,b,1,b,a,10,f,a,b,5,9,b
19198,1,17,10,a,a,0,1,10,a,b,10,c,f,1,43,e,12,f,1,1,a,2,a,1,b,a,2,j,a,b,10,15,a
19199,4,17,0,a,a,0,3,1,e,b,22,c,b,1,48,e,13,a,3,2,a,5,a,2,b,a,7,b,a,b,5,6,b
19200,3,16,0,a,a,0,3,4,e,b,8,c,c,1,75,b,8,a,1,5,a,1,a,3,d,a,6,b,a,b,10,3,b
19201,1,4,1,a,a,0,3,3,e,b,16,c,d,1,90,i,14,c,1,3,a,2,a,1,b,a,13,b,b,b,5,0,b
19202,2,17,1,a,a,0,1,3,e,b,14,c,f,1,90,i,6,a,1,4,b,3,a,1,b,a,15,d,a,c,5,12,b
19203,12,13,10,a,a,0,4,16,e,b,5,d,f,2,9,n,4,i,2,10,b,1,a,1,b,a,18,h,a,b,5,12,a
19204,9,20,10,b,a,0,3,18,c,d,0,d,f,0,71,r,20,f,1,0,a,3,a,2,b,a,14,f,a,b,5,15,a
19205,1,15,10,a,a,0,2,14,a,b,13,c,f,0,54,b,8,a,0,4,b,4,a,3,b,a,15,b,a,b,10,3,a
19206,4,0,6,a,b,0,0,4,e,b,23,c,b,1,58,i,8,a,1,0,a,5,a,1,b,b,5,b,f,b,15,9,b
19207,7,17,1,a,a,0,1,14,a,b,0,d,h,1,12,r,13,g,3,3,b,5,b,1,b,a,5,l,a,b,5,12,a
19208,8,12,6,a,a,0,3,9,e,b,10,d,f,1,83,k,11,i,1,3,b,2,a,1,b,a,16,l,b,c,15,12,b
19209,1,14,6,a,a,0,3,4,e,b,14,c,a,1,45,b,6,a,1,0,a,5,a,3,b,a,11,b,a,b,5,6,b
19210,2,15,0,b,a,0,0,2,a,b,1,c,a,1,49,b,8,a,1,0,a,5,b,1,d,a,2,b,a,b,10,15,a
19211,2,10,0,a,a,0,3,12,e,b,16,c,f,0,4,a,12,a,0,0,b,3,a,3,b,a,14,b,a,b,5,0,b
19212,5,13,5,a,b,0,1,6,e,b,3,c,f,1,55,b,7,a,1,2,b,1,b,1,b,b,3,b,a,b,5,9,b
19213,2,18,6,a,a,0,1,13,c,b,4,c,f,0,44,i,17,f,3,1,a,6,a,1,b,a,5,j,a,b,15,9,b
19214,10,16,6,a,a,0,4,2,e,b,9,d,a,1,74,k,14,g,3,1,a,1,a,1,d,a,9,f,a,b,15,9,b
19215,5,14,6,a,a,0,2,7,e,b,15,c,f,2,53,b,16,f,2,10,a,6,a,1,b,a,12,b,a,b,10,12,b
19216,1,11,6,a,a,0,2,8,e,b,16,c,f,0,45,e,10,c,0,1,a,3,a,1,b,a,12,b,a,b,5,12,b
19217,13,14,6,c,b,0,1,13,e,b,8,d,f,3,79,r,23,i,3,0,a,2,a,1,b,b,15,f,a,b,5,12,b
19218,5,10,6,b,a,0,6,5,d,b,18,e,a,1,18,k,6,f,1,0,a,6,a,1,b,a,11,f,a,b,5,9,b
19219,5,4,5,a,b,0,1,3,e,b,19,c,f,1,85,b,6,a,1,4,b,3,a,3,b,b,21,b,a,b,5,18,b
19220,1,16,10,a,a,0,2,13,e,b,22,c,h,1,60,i,17,c,1,0,a,3,a,2,b,a,3,j,a,b,5,0,b
19221,1,0,0,b,a,0,0,6,e,b,5,c,a,0,28,b,7,a,2,0,b,2,a,1,b,a,11,b,a,b,15,15,a
19222,1,17,1,b,a,0,2,11,a,b,12,c,f,1,17,b,13,f,1,0,a,2,a,3,b,a,4,b,a,b,15,12,a
19223,1,6,1,b,a,0,1,14,a,b,16,d,f,1,24,r,14,f,3,0,b,5,a,1,b,a,3,f,a,b,15,18,a
19224,4,9,6,b,b,0,0,15,e,b,0,c,f,0,85,i,8,b,0,0,a,6,a,1,b,b,4,b,a,d,5,3,b
19225,8,11,1,a,a,0,1,15,e,b,22,d,d,3,76,r,13,i,3,8,a,5,a,1,b,a,11,f,a,c,15,18,b
19226,1,6,5,a,a,0,4,13,e,b,18,e,f,0,86,j,17,i,0,0,b,5,a,3,b,a,13,f,a,b,15,6,b
19227,7,18,5,a,a,0,0,6,a,b,15,d,f,2,32,j,10,i,4,3,b,3,b,1,b,a,10,f,a,b,0,15,a
19228,1,2,1,a,b,0,1,12,e,b,3,d,h,1,51,j,10,g,1,1,a,3,b,1,d,b,11,f,a,b,5,18,b
19229,5,18,1,b,a,0,3,11,e,b,3,c,f,0,20,i,13,c,0,0,a,2,a,1,b,a,1,j,b,b,5,6,b
19230,4,5,1,b,a,0,3,2,a,b,8,e,f,1,14,l,12,f,2,0,b,3,a,3,b,a,8,f,a,b,5,15,a
19231,2,18,1,b,a,0,6,13,a,b,17,c,a,1,63,i,15,c,1,0,a,0,a,2,b,a,6,a,b,b,15,0,a
19232,1,7,10,a,b,0,5,2,e,b,18,d,f,1,90,r,17,i,2,3,a,4,a,1,b,b,7,h,a,b,10,0,b
19233,2,18,0,a,b,0,2,14,e,b,1,c,f,1,60,i,9,c,1,1,a,1,a,1,b,b,6,b,a,b,5,0,b
19234,5,13,5,a,a,0,0,16,a,b,0,d,f,1,40,m,7,i,1,9,a,3,b,1,b,a,11,h,b,b,15,12,a
19235,1,14,10,a,b,0,2,6,e,b,14,d,f,0,47,n,6,i,0,0,a,4,a,3,b,b,2,f,a,a,15,18,b
19236,3,10,10,a,a,0,3,5,d,b,2,d,a,2,64,r,7,g,2,7,a,1,a,1,b,a,11,f,a,b,10,9,b
19237,2,20,10,d,a,0,1,0,e,b,20,d,b,1,22,k,18,f,0,4,b,6,b,2,b,a,11,f,a,b,0,18,a
19238,1,11,10,a,a,0,3,1,e,b,23,a,b,1,52,c,16,a,5,0,b,3,a,2,b,a,8,e,f,b,0,18,b
19239,4,21,10,a,a,0,5,11,c,b,11,c,f,2,35,d,27,c,2,5,b,2,a,3,b,a,17,j,a,d,15,18,b
19240,7,1,1,c,a,0,0,3,e,b,21,d,a,1,39,r,10,i,1,0,a,5,a,3,c,a,5,f,a,b,5,18,b
19241,1,15,6,a,b,0,0,2,e,b,20,d,h,1,83,k,11,g,1,9,b,3,a,1,b,a,18,f,b,b,10,9,b
19242,1,16,5,a,a,0,1,5,e,b,18,d,h,1,96,j,6,g,2,10,b,2,a,3,b,a,19,h,a,a,15,15,b
19243,4,1,0,b,a,0,1,1,e,b,12,a,h,0,61,h,21,c,0,0,a,5,b,1,b,a,8,j,a,b,15,9,b
19244,1,0,10,b,a,0,0,13,e,b,16,c,c,0,84,d,21,f,0,0,a,1,a,3,b,a,2,a,e,b,5,15,b
19245,7,5,1,a,a,0,1,5,e,b,21,c,a,1,62,b,7,a,3,2,b,6,a,3,b,a,6,b,a,b,10,3,b
19246,4,0,5,b,a,0,0,8,e,d,8,c,f,0,53,d,11,f,0,0,a,4,b,3,b,a,11,j,a,b,10,9,b
19247,14,15,10,b,b,0,1,15,d,b,0,d,c,1,76,q,8,f,1,0,a,2,a,1,b,b,6,f,a,b,5,3,b
19248,4,14,10,a,a,0,3,12,c,b,13,d,f,0,53,r,12,i,0,4,b,5,a,1,b,a,12,h,a,b,15,12,b
19249,1,20,5,a,a,0,4,13,e,b,1,c,f,0,67,i,8,a,0,0,a,6,b,1,b,a,10,j,a,b,15,15,a
19250,1,7,10,a,b,0,5,11,c,d,8,c,f,1,83,i,11,f,3,10,b,5,b,3,b,b,16,j,a,b,15,12,b
19251,4,6,1,a,a,0,4,15,c,b,14,d,e,0,83,k,7,i,0,4,b,0,a,1,b,a,12,f,a,b,15,12,b
19252,7,5,5,a,a,0,1,5,e,b,3,d,f,1,97,r,11,i,1,4,a,5,a,1,b,a,11,f,a,b,0,3,b
19253,8,17,6,b,a,0,3,14,c,b,10,d,f,1,96,k,14,f,3,0,a,2,b,1,d,a,2,f,a,b,15,9,b
19254,1,20,1,a,b,0,2,11,d,b,12,c,c,1,86,i,26,c,1,6,b,2,a,1,b,b,15,j,e,b,10,3,b
19255,1,4,6,a,b,0,3,4,e,b,15,c,b,1,47,i,8,a,1,3,b,6,b,2,b,b,6,j,a,b,5,15,b
19256,1,5,0,a,a,0,0,5,e,b,4,c,a,0,41,b,9,a,0,0,b,5,a,3,b,a,2,b,a,b,15,3,b
19257,1,6,10,a,a,0,4,14,e,b,18,c,f,1,64,d,17,c,1,3,a,1,a,3,a,a,8,b,a,b,5,18,b
19258,1,10,6,a,a,0,6,7,c,b,8,c,f,1,85,b,13,f,2,3,b,2,a,1,b,a,5,b,a,b,15,12,b
19259,1,9,6,a,b,0,0,14,d,d,7,c,f,1,90,c,15,f,1,4,b,4,a,2,b,a,10,b,a,b,5,15,b
19260,2,5,5,a,b,0,3,4,e,b,19,c,a,1,50,b,6,a,1,1,b,2,a,3,b,b,8,b,a,b,15,9,b
19261,2,3,6,a,a,0,0,4,a,b,17,d,b,1,47,k,7,i,2,1,a,6,a,3,b,a,4,f,f,b,10,6,a
19262,5,16,5,a,a,0,1,2,d,b,2,d,f,1,69,r,13,i,1,11,a,5,a,1,b,a,21,k,a,b,15,0,b
19263,10,16,1,c,b,0,5,16,e,b,17,e,a,1,81,k,8,i,1,0,b,1,b,1,b,b,21,h,a,d,10,15,a
19264,1,0,10,b,a,0,0,12,d,b,8,c,a,1,63,i,18,f,1,0,a,6,a,1,b,a,5,b,a,b,15,18,b
19265,2,21,1,b,a,0,0,14,a,b,3,d,f,1,16,j,11,f,4,0,a,0,a,1,b,a,4,f,a,b,15,18,a
19266,1,16,0,c,b,0,0,4,e,b,5,c,f,1,65,i,6,a,1,0,a,5,a,3,a,b,6,b,a,b,10,0,b
19267,1,17,6,a,a,0,3,8,a,b,16,c,a,1,51,b,10,a,1,1,a,5,b,1,b,a,11,j,a,b,10,15,a
19268,1,0,10,b,a,0,0,6,a,b,0,d,e,1,20,r,6,f,5,0,a,2,a,1,b,a,4,f,a,b,10,15,a
19269,17,21,10,a,a,0,0,14,e,b,0,d,f,0,62,l,12,i,0,4,a,3,a,1,b,a,10,h,a,b,10,15,b
19270,1,15,0,a,a,0,0,3,c,b,1,d,a,1,37,r,10,g,1,10,a,3,b,2,b,a,15,f,a,b,15,18,b
19271,2,6,1,a,a,0,4,11,e,b,19,d,a,0,48,k,17,g,0,11,a,2,a,1,b,a,21,f,a,b,5,12,b
19272,4,16,10,a,a,0,1,6,c,b,18,d,a,1,36,p,8,g,1,2,a,2,a,1,b,a,9,f,a,b,10,0,b
19273,1,8,10,a,a,0,5,8,e,b,16,c,f,1,61,b,11,c,1,0,a,4,a,1,b,a,13,b,a,b,5,18,b
19274,1,19,6,a,a,0,2,7,e,b,21,a,d,0,53,i,14,a,0,1,b,2,b,1,b,a,14,b,a,b,10,18,b
19275,2,16,5,a,b,0,1,8,e,b,4,d,f,0,94,l,9,i,0,8,b,5,a,1,b,b,18,l,a,b,5,0,b
19276,4,12,10,a,a,0,4,17,d,b,19,d,f,1,71,r,7,i,1,9,b,5,b,1,b,a,11,f,a,b,5,9,b
19277,1,5,6,a,b,0,3,8,e,b,14,d,f,1,93,r,10,i,1,2,a,5,b,3,b,b,12,h,a,b,5,18,b
19278,1,14,6,a,a,0,0,2,a,a,17,c,f,3,40,i,10,f,5,0,b,2,a,1,b,a,10,b,a,b,10,15,a
19279,1,5,1,a,a,0,3,18,a,b,20,c,f,0,40,e,11,b,0,3,b,6,a,2,b,a,7,j,a,b,10,18,a
19280,5,14,1,a,a,0,3,6,e,b,13,c,a,1,40,i,8,a,1,4,a,0,a,3,b,a,14,j,a,b,10,15,b
19281,1,8,1,b,a,0,4,11,e,b,2,c,h,1,54,i,12,c,1,0,a,6,b,1,c,a,7,j,a,b,5,12,b
19282,2,14,6,a,b,0,2,4,d,b,7,c,a,3,85,i,8,a,3,8,a,0,b,1,b,b,13,b,b,b,0,9,b
19283,3,19,1,a,a,0,5,18,c,b,16,d,b,0,91,r,11,i,0,5,a,3,a,1,b,a,14,f,a,b,5,18,b
19284,3,14,5,a,b,1,6,9,e,b,8,c,f,3,80,i,12,c,5,1,b,5,a,1,b,b,4,j,a,b,5,12,b
19285,5,18,1,b,a,0,5,10,a,b,17,c,f,0,37,d,12,f,0,0,a,3,b,3,b,a,3,j,a,b,5,15,a
19286,10,7,6,a,b,0,4,4,e,b,5,c,a,1,64,b,8,a,1,2,a,4,a,3,b,b,14,b,a,b,5,12,b
19287,5,17,10,c,b,0,1,17,e,b,4,d,f,0,98,r,7,i,0,0,b,1,a,1,b,b,15,f,a,b,15,12,b
19288,2,3,6,a,a,0,2,8,a,b,10,c,f,1,60,i,13,b,1,2,b,5,a,3,b,a,3,j,a,b,15,6,a
19289,13,10,1,d,a,0,7,8,e,b,0,d,c,0,93,k,18,f,0,10,a,5,a,1,b,a,12,h,a,b,10,12,b
19290,1,4,6,a,a,0,3,16,a,b,24,d,f,0,39,m,6,i,3,3,a,6,a,3,b,a,9,g,a,b,10,9,a
19291,2,21,10,a,a,0,3,11,e,b,20,a,c,1,44,i,24,c,1,1,a,3,a,1,b,a,3,b,a,b,15,6,b
19292,1,5,1,a,a,0,1,1,e,b,22,c,b,1,50,b,12,a,3,0,a,3,a,1,a,a,4,b,f,b,15,18,b
19293,6,15,10,d,a,0,2,6,e,b,0,c,a,1,96,a,8,a,1,3,a,0,a,1,b,a,16,b,a,b,15,18,a
19294,7,11,1,a,a,0,1,10,e,d,6,e,f,1,31,n,14,i,2,1,b,5,b,3,b,a,11,h,a,b,5,0,b
19295,1,18,6,a,b,0,3,18,e,b,21,d,a,1,57,r,19,i,2,3,b,5,b,1,b,b,14,f,a,b,5,12,b
19296,4,22,6,b,a,0,1,0,d,b,20,c,b,1,39,g,36,f,1,8,a,5,b,1,b,a,3,b,a,b,5,12,b
19297,11,16,1,a,a,0,3,11,e,b,2,d,f,1,72,r,28,i,1,4,a,6,a,1,b,a,10,h,a,b,15,15,b
19298,11,16,10,c,a,0,4,5,c,b,24,d,c,0,46,r,11,i,0,0,b,3,b,3,b,a,11,h,a,b,0,6,b
19299,1,23,10,a,a,0,2,7,d,b,10,a,f,1,48,e,15,c,2,7,b,0,a,2,b,a,12,d,a,a,5,18,b
19300,2,12,10,a,b,1,2,12,e,b,18,c,f,3,91,i,22,c,3,3,b,2,a,1,b,b,9,j,a,b,5,15,b
19301,4,15,5,a,a,0,2,4,e,d,16,c,a,1,27,b,8,a,2,2,a,3,b,3,b,a,9,b,a,b,15,6,b
19302,7,8,10,c,b,0,2,18,c,d,19,c,f,1,51,i,9,f,4,3,a,2,a,1,d,b,11,b,a,b,10,15,b
19303,1,21,10,a,a,0,4,11,e,b,19,c,a,1,41,i,18,f,1,10,a,5,a,1,b,a,17,j,e,b,10,0,b
19304,7,0,10,a,a,0,0,7,e,b,16,c,f,1,80,c,9,c,1,0,a,4,a,1,c,a,7,b,a,b,5,18,b
19305,10,4,10,c,a,0,2,2,e,b,20,c,b,1,32,i,9,c,1,0,b,6,a,1,b,a,4,b,a,b,10,3,b
19306,1,16,10,c,a,0,3,17,e,b,16,c,a,1,93,i,8,f,3,0,a,2,b,1,b,a,7,b,a,c,15,9,b
19307,1,19,5,a,a,0,3,13,c,b,12,c,f,0,88,i,16,c,0,7,a,3,b,1,b,a,10,b,a,b,5,9,b
19308,3,14,5,a,a,0,0,5,a,b,17,d,a,1,20,m,8,g,1,10,a,2,a,3,b,a,12,f,a,b,15,0,a
19309,7,17,10,a,a,0,4,6,a,b,22,c,f,0,48,g,7,a,0,5,a,6,a,1,b,a,10,b,a,b,0,12,a
19310,9,14,0,a,a,0,5,3,b,b,20,d,f,1,47,j,9,i,2,3,b,2,a,2,b,a,9,f,a,b,10,6,b
19311,1,3,10,a,a,0,2,11,a,b,1,d,f,1,23,k,8,i,2,2,a,4,a,1,b,a,9,f,a,b,10,18,a
19312,5,7,5,a,b,0,5,4,d,b,19,d,b,1,40,r,7,i,3,1,a,2,b,1,b,b,9,h,f,b,0,18,b
19313,11,16,6,a,a,0,1,2,d,b,21,d,f,1,42,m,15,i,0,0,a,5,b,1,b,a,15,h,b,b,15,15,b
19314,2,16,0,a,a,0,3,6,e,b,14,c,a,1,66,b,7,a,3,0,a,5,a,1,b,a,5,b,a,b,10,9,b
19315,10,7,5,a,a,0,4,17,c,b,16,c,a,1,65,i,7,b,1,5,b,2,a,2,b,a,7,b,a,b,0,15,b
19316,1,6,5,a,b,0,2,5,e,b,22,c,a,1,56,b,7,a,1,0,a,5,b,1,b,b,19,b,a,b,15,18,b
19317,16,12,10,a,a,0,0,7,c,b,0,d,f,1,53,r,13,i,2,1,a,5,a,1,b,a,7,k,a,b,5,18,b
19318,4,4,6,a,a,0,2,8,c,b,7,c,d,1,68,b,17,f,1,2,b,6,b,1,b,a,14,b,a,b,10,15,b
19319,4,6,10,a,a,0,2,7,d,b,9,c,b,0,56,d,22,f,0,1,a,6,a,1,b,a,5,b,h,b,10,0,b
